raw_text,aspectTerms,qwen_pred
"The food is not what it once was (potions have seriously seen downsizing) prices have gone up, and the service is the worst I have experienced anywhere (including mainland Europe).","[{'term': 'food', 'polarity': 'negative'}, {'term': 'potions', 'polarity': 'negative'}, {'term': 'service', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'negative'}]","content=""['food', 'prices', 'service']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:00.21956765Z', 'done': True, 'done_reason': 'stop', 'total_duration': 177337300, 'load_duration': 15271361, 'prompt_eval_count': 210, 'prompt_eval_duration': 22000000, 'eval_count': 10, 'eval_duration': 136000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-8b268a83-d38c-49f7-96d5-42bed7d84b96-0' usage_metadata={'input_tokens': 210, 'output_tokens': 10, 'total_tokens': 220}"
What may be interesting to most is the worst sevice/attitude comes from the owners of this establishment.,"[{'term': 'owners', 'polarity': 'negative'}]","content='[worst sevice/attitude]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:00.379478472Z', 'done': True, 'done_reason': 'stop', 'total_duration': 158598033, 'load_duration': 15765560, 'prompt_eval_count': 195, 'prompt_eval_duration': 19000000, 'eval_count': 9, 'eval_duration': 120000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-cb922e81-df85-404a-b6df-ad03684e084f-0' usage_metadata={'input_tokens': 195, 'output_tokens': 9, 'total_tokens': 204}"
"This establishment really made a marked decline after ( and this is recurring story ) the airing of FOOD TELEVISIONS ""DINERS, DRIVE-INS, AND DIVES"" hosted by Guy Fieri, in which Schooner or Later was subject of.","[{'term': 'establishment', 'polarity': 'negative'}]","content=""['FOOD TELEVISION', 'DINERS, DRIVE-INS, AND DIVES']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:00.694021753Z', 'done': True, 'done_reason': 'stop', 'total_duration': 312782573, 'load_duration': 15690101, 'prompt_eval_count': 224, 'prompt_eval_duration': 24000000, 'eval_count': 20, 'eval_duration': 268000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-8f22a8b1-f076-44d1-8401-92c8f07e3615-0' usage_metadata={'input_tokens': 224, 'output_tokens': 20, 'total_tokens': 244}"
"Perhaps now, Scooner or Later falls into the ""Dive"" category.","[{'term': 'Scooner or Later', 'polarity': 'negative'}]","content='[""Scooner or Later""]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:00.84165183Z', 'done': True, 'done_reason': 'stop', 'total_duration': 146089099, 'load_duration': 15840391, 'prompt_eval_count': 189, 'prompt_eval_duration': 17000000, 'eval_count': 8, 'eval_duration': 109000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-0c269eb4-0447-4945-8106-a022bcc39a40-0' usage_metadata={'input_tokens': 189, 'output_tokens': 8, 'total_tokens': 197}"
This is sad for what once was one of the best places you could ever eat.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:00.96307917Z', 'done': True, 'done_reason': 'stop', 'total_duration': 119781972, 'load_duration': 16703700, 'prompt_eval_count': 190, 'prompt_eval_duration': 17000000, 'eval_count': 6, 'eval_duration': 82000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-0c63971f-e942-42db-8e78-5c1c63655bc0-0' usage_metadata={'input_tokens': 190, 'output_tokens': 6, 'total_tokens': 196}"
I hope one day Scooner or Later returns to what it once was.,"[{'term': 'Scooner or Later', 'polarity': 'negative'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:01.084902609Z', 'done': True, 'done_reason': 'stop', 'total_duration': 120532271, 'load_duration': 16134590, 'prompt_eval_count': 188, 'prompt_eval_duration': 17000000, 'eval_count': 6, 'eval_duration': 82000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-d6b095a9-416f-4ee3-bb5d-afca3284f685-0' usage_metadata={'input_tokens': 188, 'output_tokens': 6, 'total_tokens': 194}"
"Untill this happens, my advice is to STAY AWAY.","[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:01.204963561Z', 'done': True, 'done_reason': 'stop', 'total_duration': 117516395, 'load_duration': 16039350, 'prompt_eval_count': 187, 'prompt_eval_duration': 17000000, 'eval_count': 6, 'eval_duration': 80000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-b46957ac-2d14-46a5-b8b9-23edb50b0b8f-0' usage_metadata={'input_tokens': 187, 'output_tokens': 6, 'total_tokens': 193}"
Open & Cool Place with the Best Pizza and Coffee,"[{'term': 'Place', 'polarity': 'positive'}, {'term': 'Pizza', 'polarity': 'positive'}, {'term': 'Coffee', 'polarity': 'positive'}]","content=""['Best Pizza', 'Coffee']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:01.348646053Z', 'done': True, 'done_reason': 'stop', 'total_duration': 141480095, 'load_duration': 16076240, 'prompt_eval_count': 183, 'prompt_eval_duration': 16000000, 'eval_count': 8, 'eval_duration': 104000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-015657c6-eac5-4ed3-b2ad-0407d5baffbb-0' usage_metadata={'input_tokens': 183, 'output_tokens': 8, 'total_tokens': 191}"
– Mioposto has a very creative & delicious pizza menu.,"[{'term': 'pizza menu', 'polarity': 'positive'}]","content='[pizza menu]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:01.454176292Z', 'done': True, 'done_reason': 'stop', 'total_duration': 103539522, 'load_duration': 15949410, 'prompt_eval_count': 186, 'prompt_eval_duration': 17000000, 'eval_count': 5, 'eval_duration': 66000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-fd785c98-6dac-4617-997e-76675a9bf4f0-0' usage_metadata={'input_tokens': 186, 'output_tokens': 5, 'total_tokens': 191}"
"The coffe is very good, too.","[{'term': 'coffe', 'polarity': 'positive'}]","content=""['coffe']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:01.558421683Z', 'done': True, 'done_reason': 'stop', 'total_duration': 102708423, 'load_duration': 16763149, 'prompt_eval_count': 182, 'prompt_eval_duration': 16000000, 'eval_count': 5, 'eval_duration': 65000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-aa87a0fd-37f3-4615-aa80-dc3340b01745-0' usage_metadata={'input_tokens': 182, 'output_tokens': 5, 'total_tokens': 187}"
Great open and friendly ambience.,"[{'term': 'ambience', 'polarity': 'positive'}]","content=""['ambience']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:01.662066535Z', 'done': True, 'done_reason': 'stop', 'total_duration': 102090804, 'load_duration': 16670669, 'prompt_eval_count': 180, 'prompt_eval_duration': 16000000, 'eval_count': 5, 'eval_duration': 65000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-b692fabf-2afc-41a7-87f3-5cd818f4b47e-0' usage_metadata={'input_tokens': 180, 'output_tokens': 5, 'total_tokens': 185}"
This place is charming and relaxing.,"[{'term': 'place', 'polarity': 'positive'}]","content=""['place']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:01.75445275Z', 'done': True, 'done_reason': 'stop', 'total_duration': 89579999, 'load_duration': 16103950, 'prompt_eval_count': 180, 'prompt_eval_duration': 16000000, 'eval_count': 4, 'eval_duration': 53000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-5a4b7542-afee-4e2c-9a1a-8bf0bc542e81-0' usage_metadata={'input_tokens': 180, 'output_tokens': 4, 'total_tokens': 184}"
The servers behind the counter are always friendly and helpful.,"[{'term': 'servers behind the counter', 'polarity': 'positive'}]","content=""['servers']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:01.846053887Z', 'done': True, 'done_reason': 'stop', 'total_duration': 89547429, 'load_duration': 16005830, 'prompt_eval_count': 184, 'prompt_eval_duration': 16000000, 'eval_count': 4, 'eval_duration': 53000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-2a9d8068-2825-4c88-aa2d-1951fbc7fbff-0' usage_metadata={'input_tokens': 184, 'output_tokens': 4, 'total_tokens': 188}"
It reminds me of those great little restaurants in San Francisco.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:01.965410809Z', 'done': True, 'done_reason': 'stop', 'total_duration': 117916884, 'load_duration': 16621640, 'prompt_eval_count': 185, 'prompt_eval_duration': 17000000, 'eval_count': 6, 'eval_duration': 79000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-9c83ef5f-3e1a-41d6-bf9e-9460644c01c4-0' usage_metadata={'input_tokens': 185, 'output_tokens': 6, 'total_tokens': 191}"
It's a great place to enjoy food and meet friends.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'positive'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:02.083401633Z', 'done': True, 'done_reason': 'stop', 'total_duration': 115430897, 'load_duration': 15752351, 'prompt_eval_count': 185, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 79000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-b325bc90-b0b4-4b59-9430-10873b42a2f0-0' usage_metadata={'input_tokens': 185, 'output_tokens': 6, 'total_tokens': 191}"
Old Reliable,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:02.206033061Z', 'done': True, 'done_reason': 'stop', 'total_duration': 120685760, 'load_duration': 16201360, 'prompt_eval_count': 175, 'prompt_eval_duration': 17000000, 'eval_count': 6, 'eval_duration': 83000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-2291f19b-5381-4cd8-be0d-5aed709dc059-0' usage_metadata={'input_tokens': 175, 'output_tokens': 6, 'total_tokens': 181}"
– After 12 years in Seattle Ray's rates as the place we always go back to.,"[{'term': ""Ray's"", 'polarity': 'positive'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:02.32849658Z', 'done': True, 'done_reason': 'stop', 'total_duration': 120813391, 'load_duration': 16676690, 'prompt_eval_count': 193, 'prompt_eval_duration': 18000000, 'eval_count': 6, 'eval_duration': 81000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-1128b99a-09a7-4da0-ad6a-44a0e73ab101-0' usage_metadata={'input_tokens': 193, 'output_tokens': 6, 'total_tokens': 199}"
"Great food, spectacular location, and friendly service keep us coming back year after year.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'location', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]","content=""['food', 'location', 'service']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:02.503714033Z', 'done': True, 'done_reason': 'stop', 'total_duration': 172993876, 'load_duration': 16109630, 'prompt_eval_count': 190, 'prompt_eval_duration': 17000000, 'eval_count': 10, 'eval_duration': 135000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-1aa70cf5-447e-423d-98e2-662d6cfddb2f-0' usage_metadata={'input_tokens': 190, 'output_tokens': 10, 'total_tokens': 200}"
Enjoyed the food,"[{'term': 'food', 'polarity': 'positive'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:02.621850967Z', 'done': True, 'done_reason': 'stop', 'total_duration': 115615547, 'load_duration': 16330180, 'prompt_eval_count': 177, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 78000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-638194c1-c19a-4fb1-b253-eac0fc51ae50-0' usage_metadata={'input_tokens': 177, 'output_tokens': 6, 'total_tokens': 183}"
"– First of all, I am not from Long Beach.","[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:02.741852098Z', 'done': True, 'done_reason': 'stop', 'total_duration': 117719094, 'load_duration': 15933570, 'prompt_eval_count': 185, 'prompt_eval_duration': 17000000, 'eval_count': 6, 'eval_duration': 80000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-d547d3c4-8780-400c-b247-e0d62dbad7f3-0' usage_metadata={'input_tokens': 185, 'output_tokens': 6, 'total_tokens': 191}"
I was visiting SoCal a couple of months ago when the friend I was visiting decided to take me to this restaurant.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:02.864169977Z', 'done': True, 'done_reason': 'stop', 'total_duration': 120368191, 'load_duration': 15952550, 'prompt_eval_count': 197, 'prompt_eval_duration': 19000000, 'eval_count': 6, 'eval_duration': 81000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-5eae9aa1-f07c-4905-83ab-43d0e9cc7491-0' usage_metadata={'input_tokens': 197, 'output_tokens': 6, 'total_tokens': 203}"
(She was actually going to take me to another mediterranean restaurant right across the street but they were not open yet even though it was a few minutes past their opening time.),"[{'term': 'noaspectterm', 'polarity': 'none'}]","content=""['mediterranean restaurant']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:03.009119267Z', 'done': True, 'done_reason': 'stop', 'total_duration': 142906633, 'load_duration': 19041947, 'prompt_eval_count': 209, 'prompt_eval_duration': 22000000, 'eval_count': 7, 'eval_duration': 97000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-6635ae48-503c-4b5a-81c9-40365e98a277-0' usage_metadata={'input_tokens': 209, 'output_tokens': 7, 'total_tokens': 216}"
I liked it.,"[{'term': 'noaspectterm', 'polarity': 'none'}]","content='[noaspectterm]' additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:03.130607007Z', 'done': True, 'done_reason': 'stop', 'total_duration': 119186243, 'load_duration': 19555606, 'prompt_eval_count': 177, 'prompt_eval_duration': 16000000, 'eval_count': 6, 'eval_duration': 79000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-dd4b708e-8dc0-4d0f-81fb-d48056e1170f-0' usage_metadata={'input_tokens': 177, 'output_tokens': 6, 'total_tokens': 183}"
Food was good and cheap.,"[{'term': 'Food', 'polarity': 'positive'}]","content=""['food']"" additional_kwargs={} response_metadata={'model': 'qwen2.5:14b', 'created_at': '2025-04-08T10:05:03.224329721Z', 'done': True, 'done_reason': 'stop', 'total_duration': 91440427, 'load_duration': 16738559, 'prompt_eval_count': 179, 'prompt_eval_duration': 16000000, 'eval_count': 4, 'eval_duration': 54000000, 'message': Message(role='assistant', content='', images=None, tool_calls=None)} id='run-b02a060f-db4d-4ff0-946c-f7db346c1a49-0' usage_metadata={'input_tokens': 179, 'output_tokens': 4, 'total_tokens': 183}"
